toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	389928	10/02/2015	20:46:14Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	389928	10/02/2015	20:46:14Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	389928	10/02/2015	20:46:14Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	18930	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	389928	10/02/2015	20:46:14Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22329	The_existence_of_races	389928	10/02/2015	20:46:14Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23195	Very_low_IQ_scores_for_some_races	389928	10/02/2015	20:46:14Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	23996	Socioeconomic_factors	389928	10/02/2015	20:46:14Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26684	Factors_specific_for_developing_countries	389928	10/02/2015	20:46:14Z
2	3	Test bias	4.8	17	Race_and_intelligence	28566	Test_bias	389928	10/02/2015	20:46:14Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30430	Stereotype_threat	389928	10/02/2015	20:46:14Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32192	African_West_Indian_immigrants	389928	10/02/2015	20:46:14Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33113	Intervention_programs	389928	10/02/2015	20:46:14Z
2	3	Adoption	4.12	21	Race_and_intelligence	35267	Adoption	389928	10/02/2015	20:46:14Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	38819	Racial_admixture	389928	10/02/2015	20:46:14Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45678	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	389928	10/02/2015	20:46:14Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48434	Regression_to_the_mean	389928	10/02/2015	20:46:14Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49438	Correlations_between_background_variables_and_developmental_outcomes	389928	10/02/2015	20:46:14Z
2	3	Reaction time	4.17	26	Race_and_intelligence	49965	Reaction_time	389928	10/02/2015	20:46:14Z
2	3	Brain size	4.18	27	Race_and_intelligence	50965	Brain_size	389928	10/02/2015	20:46:14Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55774	Default_hypothesis	389928	10/02/2015	20:46:14Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	57857	The_genetics_or_not_debate:_Genetic_evidence	389928	10/02/2015	20:46:14Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64695	Evolutionary_explanations_for_racial_differences	389928	10/02/2015	20:46:14Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67999	Significance_of_racial_IQ_differences	389928	10/02/2015	20:46:14Z
2	3	Historical	7.1	32	Race_and_intelligence	68043	Historical	389928	10/02/2015	20:46:14Z
2	3	Modern world	7.2	33	Race_and_intelligence	74230	Modern_world	389928	10/02/2015	20:46:14Z
2	3	Future	7.3	34	Race_and_intelligence	78687	Future	389928	10/02/2015	20:46:14Z
1	2	External links	8	35	Race_and_intelligence	79018	External_links	389928	10/02/2015	20:46:14Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	79149	Scholarly_reviews	389928	10/02/2015	20:46:14Z
1	2	References	9	T-1	Template:References		References	389928	10/02/2015	20:46:14Z
1	2	History	1	1	Race_and_intelligence	504	History	389902	09/02/2015	22:20:54Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	389902	09/02/2015	22:20:54Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	389902	09/02/2015	22:20:54Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	389902	09/02/2015	22:20:54Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	389902	09/02/2015	22:20:54Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	389902	09/02/2015	22:20:54Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	389902	09/02/2015	22:20:54Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	389902	09/02/2015	22:20:54Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	389902	09/02/2015	22:20:54Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	389902	09/02/2015	22:20:54Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	389902	09/02/2015	22:20:54Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	18930	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	389902	09/02/2015	22:20:54Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22329	The_existence_of_races	389902	09/02/2015	22:20:54Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23195	Very_low_IQ_scores_for_some_races	389902	09/02/2015	22:20:54Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	23996	Socioeconomic_factors	389902	09/02/2015	22:20:54Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26684	Factors_specific_for_developing_countries	389902	09/02/2015	22:20:54Z
2	3	Test bias	4.8	17	Race_and_intelligence	28566	Test_bias	389902	09/02/2015	22:20:54Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30430	Stereotype_threat	389902	09/02/2015	22:20:54Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32192	African_West_Indian_immigrants	389902	09/02/2015	22:20:54Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33113	Intervention_programs	389902	09/02/2015	22:20:54Z
2	3	Adoption	4.12	21	Race_and_intelligence	35267	Adoption	389902	09/02/2015	22:20:54Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	38819	Racial_admixture	389902	09/02/2015	22:20:54Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45678	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	389902	09/02/2015	22:20:54Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48434	Regression_to_the_mean	389902	09/02/2015	22:20:54Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49438	Correlations_between_background_variables_and_developmental_outcomes	389902	09/02/2015	22:20:54Z
2	3	Reaction time	4.17	26	Race_and_intelligence	49965	Reaction_time	389902	09/02/2015	22:20:54Z
2	3	Brain size	4.18	27	Race_and_intelligence	50965	Brain_size	389902	09/02/2015	22:20:54Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55774	Default_hypothesis	389902	09/02/2015	22:20:54Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	57857	The_genetics_or_not_debate:_Genetic_evidence	389902	09/02/2015	22:20:54Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64516	Evolutionary_explanations_for_racial_differences	389902	09/02/2015	22:20:54Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67820	Significance_of_racial_IQ_differences	389902	09/02/2015	22:20:54Z
2	3	Historical	7.1	32	Race_and_intelligence	67864	Historical	389902	09/02/2015	22:20:54Z
2	3	Modern world	7.2	33	Race_and_intelligence	74051	Modern_world	389902	09/02/2015	22:20:54Z
2	3	Future	7.3	34	Race_and_intelligence	78508	Future	389902	09/02/2015	22:20:54Z
1	2	External links	8	35	Race_and_intelligence	78839	External_links	389902	09/02/2015	22:20:54Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78970	Scholarly_reviews	389902	09/02/2015	22:20:54Z
1	2	References	9	T-1	Template:References		References	389902	09/02/2015	22:20:54Z
1	2	History	1	1	Race_and_intelligence	504	History	389885	09/02/2015	18:40:32Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	389885	09/02/2015	18:40:32Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	389885	09/02/2015	18:40:32Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	389885	09/02/2015	18:40:32Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	389885	09/02/2015	18:40:32Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	389885	09/02/2015	18:40:32Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	389885	09/02/2015	18:40:32Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	389885	09/02/2015	18:40:32Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	389885	09/02/2015	18:40:32Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	389885	09/02/2015	18:40:32Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	389885	09/02/2015	18:40:32Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	389885	09/02/2015	18:40:32Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	389885	09/02/2015	18:40:32Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	389885	09/02/2015	18:40:32Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	389885	09/02/2015	18:40:32Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26896	Factors_specific_for_developing_countries	389885	09/02/2015	18:40:32Z
2	3	Test bias	4.8	17	Race_and_intelligence	28778	Test_bias	389885	09/02/2015	18:40:32Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30642	Stereotype_threat	389885	09/02/2015	18:40:32Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32404	African_West_Indian_immigrants	389885	09/02/2015	18:40:32Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33325	Intervention_programs	389885	09/02/2015	18:40:32Z
2	3	Adoption	4.12	21	Race_and_intelligence	35479	Adoption	389885	09/02/2015	18:40:32Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39031	Racial_admixture	389885	09/02/2015	18:40:32Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45890	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	389885	09/02/2015	18:40:32Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48646	Regression_to_the_mean	389885	09/02/2015	18:40:32Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49650	Correlations_between_background_variables_and_developmental_outcomes	389885	09/02/2015	18:40:32Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50177	Reaction_time	389885	09/02/2015	18:40:32Z
2	3	Brain size	4.18	27	Race_and_intelligence	51177	Brain_size	389885	09/02/2015	18:40:32Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55986	Default_hypothesis	389885	09/02/2015	18:40:32Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58069	The_genetics_or_not_debate:_Genetic_evidence	389885	09/02/2015	18:40:32Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64728	Evolutionary_explanations_for_racial_differences	389885	09/02/2015	18:40:32Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	68032	Significance_of_racial_IQ_differences	389885	09/02/2015	18:40:32Z
2	3	Historical	7.1	32	Race_and_intelligence	68076	Historical	389885	09/02/2015	18:40:32Z
2	3	Modern world	7.2	33	Race_and_intelligence	74263	Modern_world	389885	09/02/2015	18:40:32Z
2	3	Future	7.3	34	Race_and_intelligence	78720	Future	389885	09/02/2015	18:40:32Z
1	2	External links	8	35	Race_and_intelligence	79051	External_links	389885	09/02/2015	18:40:32Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	79182	Scholarly_reviews	389885	09/02/2015	18:40:32Z
1	2	References	9	T-1	Template:References		References	389885	09/02/2015	18:40:32Z
1	2	History	1	1	Race_and_intelligence	504	History	389667	07/02/2015	07:59:41Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	389667	07/02/2015	07:59:41Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	389667	07/02/2015	07:59:41Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	389667	07/02/2015	07:59:41Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	389667	07/02/2015	07:59:41Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	389667	07/02/2015	07:59:41Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	389667	07/02/2015	07:59:41Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	389667	07/02/2015	07:59:41Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	389667	07/02/2015	07:59:41Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	389667	07/02/2015	07:59:41Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	389667	07/02/2015	07:59:41Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	389667	07/02/2015	07:59:41Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	389667	07/02/2015	07:59:41Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	389667	07/02/2015	07:59:41Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	389667	07/02/2015	07:59:41Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26896	Factors_specific_for_developing_countries	389667	07/02/2015	07:59:41Z
2	3	Test bias	4.8	17	Race_and_intelligence	28778	Test_bias	389667	07/02/2015	07:59:41Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30642	Stereotype_threat	389667	07/02/2015	07:59:41Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32404	African_West_Indian_immigrants	389667	07/02/2015	07:59:41Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33325	Intervention_programs	389667	07/02/2015	07:59:41Z
2	3	Adoption	4.12	21	Race_and_intelligence	35479	Adoption	389667	07/02/2015	07:59:41Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39031	Racial_admixture	389667	07/02/2015	07:59:41Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45888	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	389667	07/02/2015	07:59:41Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48644	Regression_to_the_mean	389667	07/02/2015	07:59:41Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49648	Correlations_between_background_variables_and_developmental_outcomes	389667	07/02/2015	07:59:41Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50175	Reaction_time	389667	07/02/2015	07:59:41Z
2	3	Brain size	4.18	27	Race_and_intelligence	51175	Brain_size	389667	07/02/2015	07:59:41Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55984	Default_hypothesis	389667	07/02/2015	07:59:41Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58067	The_genetics_or_not_debate:_Genetic_evidence	389667	07/02/2015	07:59:41Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64726	Evolutionary_explanations_for_racial_differences	389667	07/02/2015	07:59:41Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	68030	Significance_of_racial_IQ_differences	389667	07/02/2015	07:59:41Z
2	3	Historical	7.1	32	Race_and_intelligence	68074	Historical	389667	07/02/2015	07:59:41Z
2	3	Modern world	7.2	33	Race_and_intelligence	74261	Modern_world	389667	07/02/2015	07:59:41Z
2	3	Future	7.3	34	Race_and_intelligence	78718	Future	389667	07/02/2015	07:59:41Z
1	2	External links	8	35	Race_and_intelligence	79049	External_links	389667	07/02/2015	07:59:41Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	79180	Scholarly_reviews	389667	07/02/2015	07:59:41Z
1	2	References	9	T-1	Template:References		References	389667	07/02/2015	07:59:41Z
1	2	History	1	1	Race_and_intelligence	504	History	389666	07/02/2015	07:59:10Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	389666	07/02/2015	07:59:10Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	389666	07/02/2015	07:59:10Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	389666	07/02/2015	07:59:10Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	389666	07/02/2015	07:59:10Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	389666	07/02/2015	07:59:10Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	389666	07/02/2015	07:59:10Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	389666	07/02/2015	07:59:10Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	389666	07/02/2015	07:59:10Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	389666	07/02/2015	07:59:10Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	389666	07/02/2015	07:59:10Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	389666	07/02/2015	07:59:10Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	389666	07/02/2015	07:59:10Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	389666	07/02/2015	07:59:10Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	389666	07/02/2015	07:59:10Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26896	Factors_specific_for_developing_countries	389666	07/02/2015	07:59:10Z
2	3	Test bias	4.8	17	Race_and_intelligence	28778	Test_bias	389666	07/02/2015	07:59:10Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30642	Stereotype_threat	389666	07/02/2015	07:59:10Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32404	African_West_Indian_immigrants	389666	07/02/2015	07:59:10Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33325	Intervention_programs	389666	07/02/2015	07:59:10Z
2	3	Adoption	4.12	21	Race_and_intelligence	35479	Adoption	389666	07/02/2015	07:59:10Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39031	Racial_admixture	389666	07/02/2015	07:59:10Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45888	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	389666	07/02/2015	07:59:10Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48644	Regression_to_the_mean	389666	07/02/2015	07:59:10Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49648	Correlations_between_background_variables_and_developmental_outcomes	389666	07/02/2015	07:59:10Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50175	Reaction_time	389666	07/02/2015	07:59:10Z
2	3	Brain size	4.18	27	Race_and_intelligence	51175	Brain_size	389666	07/02/2015	07:59:10Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55984	Default_hypothesis	389666	07/02/2015	07:59:10Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58067	The_genetics_or_not_debate:_Genetic_evidence	389666	07/02/2015	07:59:10Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64700	Evolutionary_explanations_for_racial_differences	389666	07/02/2015	07:59:10Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	68004	Significance_of_racial_IQ_differences	389666	07/02/2015	07:59:10Z
2	3	Historical	7.1	32	Race_and_intelligence	68048	Historical	389666	07/02/2015	07:59:10Z
2	3	Modern world	7.2	33	Race_and_intelligence	74235	Modern_world	389666	07/02/2015	07:59:10Z
2	3	Future	7.3	34	Race_and_intelligence	78692	Future	389666	07/02/2015	07:59:10Z
1	2	External links	8	35	Race_and_intelligence	79023	External_links	389666	07/02/2015	07:59:10Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	79154	Scholarly_reviews	389666	07/02/2015	07:59:10Z
1	2	References	9	T-1	Template:References		References	389666	07/02/2015	07:59:10Z
1	2	History	1	1	Race_and_intelligence	504	History	388838	29/01/2015	16:08:16Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388838	29/01/2015	16:08:16Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388838	29/01/2015	16:08:16Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388838	29/01/2015	16:08:16Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	388838	29/01/2015	16:08:16Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	388838	29/01/2015	16:08:16Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	388838	29/01/2015	16:08:16Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388838	29/01/2015	16:08:16Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	388838	29/01/2015	16:08:16Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	388838	29/01/2015	16:08:16Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	388838	29/01/2015	16:08:16Z
2	3	Ad hominem, straw men, and guilt by association	4.3	12	Race_and_intelligence	19142	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	388838	29/01/2015	16:08:16Z
2	3	The existence of races	4.4	13	Race_and_intelligence	22541	The_existence_of_races	388838	29/01/2015	16:08:16Z
2	3	Very low IQ scores for some races	4.5	14	Race_and_intelligence	23407	Very_low_IQ_scores_for_some_races	388838	29/01/2015	16:08:16Z
2	3	Socioeconomic factors	4.6	15	Race_and_intelligence	24208	Socioeconomic_factors	388838	29/01/2015	16:08:16Z
2	3	Factors specific for developing countries	4.7	16	Race_and_intelligence	26896	Factors_specific_for_developing_countries	388838	29/01/2015	16:08:16Z
2	3	Test bias	4.8	17	Race_and_intelligence	28778	Test_bias	388838	29/01/2015	16:08:16Z
2	3	Stereotype threat	4.9	18	Race_and_intelligence	30642	Stereotype_threat	388838	29/01/2015	16:08:16Z
2	3	African West Indian immigrants	4.1	19	Race_and_intelligence	32404	African_West_Indian_immigrants	388838	29/01/2015	16:08:16Z
2	3	Intervention programs	4.11	20	Race_and_intelligence	33325	Intervention_programs	388838	29/01/2015	16:08:16Z
2	3	Adoption	4.12	21	Race_and_intelligence	35479	Adoption	388838	29/01/2015	16:08:16Z
2	3	Racial admixture	4.13	22	Race_and_intelligence	39031	Racial_admixture	388838	29/01/2015	16:08:16Z
2	3	The Flynn effect, inbreeding depression, and g loadings	4.14	23	Race_and_intelligence	45888	The_Flynn_effect.2C_inbreeding_depression.2C_and_g_loadings	388838	29/01/2015	16:08:16Z
2	3	Regression to the mean	4.15	24	Race_and_intelligence	48644	Regression_to_the_mean	388838	29/01/2015	16:08:16Z
2	3	Correlations between background variables and developmental outcomes	4.16	25	Race_and_intelligence	49648	Correlations_between_background_variables_and_developmental_outcomes	388838	29/01/2015	16:08:16Z
2	3	Reaction time	4.17	26	Race_and_intelligence	50175	Reaction_time	388838	29/01/2015	16:08:16Z
2	3	Brain size	4.18	27	Race_and_intelligence	51175	Brain_size	388838	29/01/2015	16:08:16Z
2	3	Default hypothesis	4.19	28	Race_and_intelligence	55984	Default_hypothesis	388838	29/01/2015	16:08:16Z
1	2	The genetics or not debate: Genetic evidence	5	29	Race_and_intelligence	58067	The_genetics_or_not_debate:_Genetic_evidence	388838	29/01/2015	16:08:16Z
1	2	Evolutionary explanations for racial differences	6	30	Race_and_intelligence	64186	Evolutionary_explanations_for_racial_differences	388838	29/01/2015	16:08:16Z
1	2	Significance of racial IQ differences	7	31	Race_and_intelligence	67490	Significance_of_racial_IQ_differences	388838	29/01/2015	16:08:16Z
2	3	Historical	7.1	32	Race_and_intelligence	67534	Historical	388838	29/01/2015	16:08:16Z
2	3	Modern world	7.2	33	Race_and_intelligence	73721	Modern_world	388838	29/01/2015	16:08:16Z
2	3	Future	7.3	34	Race_and_intelligence	78178	Future	388838	29/01/2015	16:08:16Z
1	2	External links	8	35	Race_and_intelligence	78509	External_links	388838	29/01/2015	16:08:16Z
2	3	Scholarly reviews	8.1	36	Race_and_intelligence	78640	Scholarly_reviews	388838	29/01/2015	16:08:16Z
1	2	References	9	T-1	Template:References		References	388838	29/01/2015	16:08:16Z
1	2	History	1	1	Race_and_intelligence	504	History	388689	27/01/2015	18:04:59Z
1	2	Measured race differences	2	2	Race_and_intelligence	5331	Measured_race_differences	388689	27/01/2015	18:04:59Z
2	3	Worldwide	2.1	3	Race_and_intelligence	5683	Worldwide	388689	27/01/2015	18:04:59Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	7993	US_Black-White_gap	388689	27/01/2015	18:04:59Z
2	3	"Hispanics"	2.3	5	Race_and_intelligence	12764	.22Hispanics.22	388689	27/01/2015	18:04:59Z
2	3	Jews	2.4	6	Race_and_intelligence	13234	Jews	388689	27/01/2015	18:04:59Z
2	3	Gypsies	2.5	7	Race_and_intelligence	13279	Gypsies	388689	27/01/2015	18:04:59Z
1	2	Estimated IQ:s of monkeys, apes, Homo erectus, and Homo habilis	3	8	Race_and_intelligence	14470	Estimated_IQ:s_of_monkeys.2C_apes.2C_Homo_erectus.2C_and_Homo_habilis	388689	27/01/2015	18:04:59Z
1	2	The genetics or not debate	4	9	Race_and_intelligence	15497	The_genetics_or_not_debate	388689	27/01/2015	18:04:59Z
2	3	Opinion of scientists in 1987	4.1	10	Race_and_intelligence	16020	Opinion_of_scientists_in_1987	388689	27/01/2015	18:04:59Z
2	3	Opinion of scientists in 2013	4.2	11	Race_and_intelligence	17285	Opinion_of_scientists_in_2013	388689	27/01/2015	18:04:59Z
